Gender,Customer_Type,Age,Type_of_Travel,Class,Flight_Distance,Inflight_wifi_service,Departure_Arrival_time_convenient,Ease_of_Online_booking,Food_and_drink,Seat_comfort,Inflight_entertainment,Onboard_service,Leg_room_service,Baggage_handling,Checkin_service,Cleanliness,Online_boarding,Satisfaction
Female,Loyal Customer,37,Personal,Business,3093,1,2,0,1,5,4,3,0,5,1,0,4,Neutral or Dissatisfied
Female,Disloyal Customer,23,Personal,Economy Plus,3148,5,1,0,5,4,1,2,0,2,3,4,1,Neutral or Dissatisfied
Female,Loyal Customer,67,Business,Economy,4419,1,0,3,3,2,1,2,1,4,0,4,4,Satisfied
Male,Disloyal Customer,57,Business,Economy,967,0,1,3,4,2,5,0,2,1,1,1,3,Neutral or Dissatisfied
Female,Loyal Customer,22,Personal,Economy Plus,3189,2,4,2,3,4,2,1,4,2,4,3,1,Neutral or Dissatisfied
Female,Loyal Customer,32,Personal,Business,1390,5,3,3,1,4,5,1,2,0,2,4,4,Satisfied
Male,Disloyal Customer,29,Personal,Economy Plus,1801,5,3,0,4,2,5,2,3,5,2,0,4,Satisfied
Male,Disloyal Customer,63,Business,Economy,4127,4,0,3,0,1,4,0,1,1,1,3,2,Neutral or Dissatisfied
Female,Loyal Customer,52,Business,Economy Plus,3197,1,1,5,5,5,1,2,4,0,1,0,4,Satisfied
Female,Disloyal Customer,22,Business,Economy,245,2,3,2,1,3,5,2,0,1,3,2,0,Satisfied
Female,Disloyal Customer,35,Business,Business,1410,0,2,2,4,1,1,4,2,0,0,2,0,Neutral or Dissatisfied
Male,Disloyal Customer,69,Business,Economy,3922,2,4,4,0,1,2,1,1,5,4,5,3,Satisfied
Female,Loyal Customer,55,Personal,Business,703,4,2,3,2,5,3,3,4,0,3,4,1,Satisfied
Female,Loyal Customer,28,Personal,Economy Plus,2323,4,5,2,5,5,3,2,1,2,1,4,5,Satisfied
Male,Loyal Customer,58,Business,Economy,720,4,3,1,4,1,0,4,4,5,3,2,5,Neutral or Dissatisfied
Female,Disloyal Customer,48,Business,Economy Plus,1998,4,5,0,3,5,3,0,0,0,3,1,4,Neutral or Dissatisfied
Male,Disloyal Customer,50,Personal,Economy Plus,1431,3,1,4,4,3,0,5,1,4,0,3,3,Satisfied
Male,Disloyal Customer,26,Personal,Business,3592,1,3,2,4,1,2,0,3,5,0,3,4,Neutral or Dissatisfied
Male,Disloyal Customer,52,Personal,Business,1163,4,0,0,1,4,4,3,0,1,5,4,3,Satisfied
Female,Loyal Customer,65,Business,Economy,1519,5,5,2,0,2,1,3,1,1,4,1,1,Neutral or Dissatisfied
Female,Disloyal Customer,21,Personal,Business,4572,4,0,1,2,3,3,3,5,1,5,5,5,Neutral or Dissatisfied
Female,Disloyal Customer,47,Business,Business,821,4,5,3,5,3,3,5,4,0,2,5,0,Satisfied
Female,Loyal Customer,63,Personal,Economy Plus,2016,1,0,3,4,1,1,5,0,3,1,0,5,Satisfied
Male,Disloyal Customer,24,Personal,Economy Plus,2468,0,2,2,3,2,5,4,0,2,2,5,3,Neutral or Dissatisfied
Female,Loyal Customer,51,Personal,Economy,1048,0,5,1,2,1,2,2,3,1,5,1,1,Satisfied
Female,Disloyal Customer,65,Personal,Economy Plus,3756,1,3,4,3,1,1,5,4,0,2,4,5,Neutral or Dissatisfied
Male,Disloyal Customer,62,Personal,Economy,3659,0,1,5,4,1,0,2,0,1,0,4,5,Neutral or Dissatisfied
Female,Disloyal Customer,24,Business,Economy,4599,2,0,0,4,4,3,2,3,5,4,1,0,Neutral or Dissatisfied
Male,Loyal Customer,67,Personal,Economy Plus,3097,0,4,2,2,5,3,4,5,4,0,3,2,Neutral or Dissatisfied
Male,Disloyal Customer,44,Business,Economy Plus,2508,3,1,3,1,4,5,0,4,5,1,2,0,Satisfied
Female,Disloyal Customer,64,Personal,Business,3365,4,1,0,3,4,0,1,5,5,0,2,1,Neutral or Dissatisfied
Male,Loyal Customer,63,Personal,Economy Plus,2643,5,3,2,2,5,5,2,1,4,1,5,5,Satisfied
Female,Loyal Customer,60,Personal,Economy Plus,1781,4,3,5,5,0,0,1,3,4,3,4,5,Neutral or Dissatisfied
Female,Loyal Customer,28,Personal,Economy Plus,3025,2,3,3,5,0,2,5,4,1,1,1,1,Neutral or Dissatisfied
Female,Loyal Customer,67,Business,Business,3475,2,3,0,5,1,2,3,1,1,0,5,2,Neutral or Dissatisfied
Male,Disloyal Customer,64,Personal,Business,3908,5,5,1,3,2,5,3,1,1,1,1,1,Satisfied
Female,Loyal Customer,28,Personal,Economy,1340,5,0,5,5,1,1,4,4,2,0,1,1,Neutral or Dissatisfied
Female,Disloyal Customer,49,Personal,Business,3742,3,5,5,0,2,1,3,0,4,4,2,2,Neutral or Dissatisfied
Female,Disloyal Customer,66,Business,Business,4651,0,5,4,5,0,3,4,4,5,2,3,0,Neutral or Dissatisfied
Male,Loyal Customer,55,Personal,Economy Plus,3049,2,3,5,1,0,4,3,4,1,5,1,3,Neutral or Dissatisfied
Female,Disloyal Customer,59,Personal,Economy,4183,0,4,1,0,5,5,3,5,4,4,3,1,Satisfied
Female,Loyal Customer,68,Business,Business,3295,1,3,3,3,2,2,1,4,4,3,0,4,Satisfied
Male,Loyal Customer,64,Business,Business,4991,3,4,3,5,5,1,3,5,3,4,5,2,Satisfied
Male,Loyal Customer,20,Personal,Economy Plus,3535,2,4,3,2,5,5,2,2,3,3,4,2,Neutral or Dissatisfied
Female,Disloyal Customer,57,Personal,Business,2717,4,0,4,3,0,2,5,2,3,1,3,3,Satisfied
Male,Disloyal Customer,51,Business,Economy,2584,4,0,0,3,2,4,2,3,3,0,1,4,Neutral or Dissatisfied
Female,Loyal Customer,44,Business,Economy Plus,4911,2,1,0,2,5,5,4,2,2,2,4,1,Neutral or Dissatisfied
Female,Disloyal Customer,48,Business,Business,2421,5,0,2,3,3,2,2,2,3,5,4,3,Satisfied
Male,Disloyal Customer,19,Business,Economy,1718,1,5,5,4,0,5,1,3,2,4,1,1,Satisfied
Male,Disloyal Customer,60,Business,Economy Plus,946,3,0,0,3,2,2,1,4,5,1,1,5,Satisfied
Male,Loyal Customer,46,Personal,Economy Plus,911,4,1,1,3,2,0,3,1,5,4,2,2,Neutral or Dissatisfied
Male,Loyal Customer,67,Personal,Economy Plus,2979,4,4,0,5,4,3,5,4,1,2,0,4,Satisfied
Female,Loyal Customer,55,Business,Business,3802,2,5,0,0,4,4,4,4,3,5,2,0,Neutral or Dissatisfied
Male,Loyal Customer,21,Personal,Economy,2570,3,2,5,2,0,1,5,2,2,3,5,2,Neutral or Dissatisfied
Female,Loyal Customer,24,Business,Business,986,5,0,2,3,1,0,1,1,3,4,2,3,Neutral or Dissatisfied
Female,Disloyal Customer,46,Personal,Business,334,3,1,2,3,2,4,1,4,2,1,1,3,Neutral or Dissatisfied
Female,Loyal Customer,51,Personal,Economy Plus,329,4,2,0,3,5,0,4,1,4,5,4,2,Neutral or Dissatisfied
Female,Disloyal Customer,26,Business,Business,214,2,5,1,1,4,5,0,1,5,2,1,3,Neutral or Dissatisfied
Male,Loyal Customer,67,Personal,Economy Plus,4495,5,3,1,3,3,0,4,4,4,3,2,4,Satisfied
Male,Disloyal Customer,46,Personal,Business,931,3,1,1,3,4,5,2,4,2,4,3,0,Satisfied
Female,Disloyal Customer,34,Business,Business,3905,1,0,2,4,0,4,5,3,3,0,5,0,Satisfied
Male,Disloyal Customer,67,Business,Business,1084,4,0,4,0,2,0,2,1,1,1,1,5,Neutral or Dissatisfied
Male,Loyal Customer,39,Business,Economy Plus,463,4,3,2,2,3,0,2,0,1,4,0,5,Neutral or Dissatisfied
Male,Disloyal Customer,60,Personal,Business,1705,2,4,5,5,5,0,4,0,4,1,2,3,Satisfied
Male,Disloyal Customer,65,Personal,Economy,4025,5,5,3,3,3,0,2,0,1,4,1,4,Satisfied
Female,Loyal Customer,22,Business,Economy,145,4,3,5,0,3,5,4,4,2,5,5,3,Neutral or Dissatisfied
Female,Disloyal Customer,31,Business,Economy,2757,3,3,3,5,1,1,4,1,0,2,2,5,Neutral or Dissatisfied
Male,Loyal Customer,42,Business,Economy,1584,0,2,2,5,3,2,4,4,0,5,2,1,Satisfied
Male,Disloyal Customer,65,Personal,Economy,2388,3,0,5,2,3,2,3,1,4,4,3,2,Satisfied
Female,Disloyal Customer,49,Business,Economy,2591,5,3,3,5,2,2,0,2,5,1,2,5,Satisfied
Male,Loyal Customer,60,Personal,Economy,225,0,4,5,1,1,0,4,5,4,0,0,4,Neutral or Dissatisfied
Male,Disloyal Customer,33,Business,Business,637,3,4,0,3,3,1,3,5,4,5,4,3,Satisfied
Female,Loyal Customer,25,Personal,Economy Plus,2919,1,3,3,1,2,0,3,2,3,4,2,3,Satisfied
Male,Loyal Customer,53,Business,Business,4913,3,2,0,3,0,0,5,5,5,1,3,4,Neutral or Dissatisfied
Female,Disloyal Customer,43,Personal,Economy,3733,4,4,2,1,0,4,2,4,3,2,2,0,Satisfied
Female,Loyal Customer,49,Business,Business,2333,0,1,2,5,3,0,5,0,0,1,0,2,Satisfied
Female,Loyal Customer,33,Business,Economy,3468,3,1,4,2,2,3,0,3,5,5,1,5,Satisfied
Male,Loyal Customer,19,Personal,Business,2621,5,3,0,1,2,5,3,2,1,4,0,1,Satisfied
Male,Disloyal Customer,35,Business,Business,2432,1,3,4,3,1,0,0,3,0,3,3,4,Neutral or Dissatisfied
Female,Loyal Customer,30,Personal,Business,322,0,0,3,0,4,5,3,1,5,1,0,1,Satisfied
Male,Disloyal Customer,35,Business,Business,2156,4,1,5,2,1,2,4,1,2,4,2,0,Neutral or Dissatisfied
Female,Loyal Customer,19,Personal,Economy Plus,2971,4,3,0,0,3,4,1,5,0,3,3,5,Neutral or Dissatisfied
Male,Loyal Customer,47,Business,Economy Plus,4780,5,0,2,1,1,1,2,2,5,0,5,0,Satisfied
Female,Loyal Customer,68,Personal,Economy Plus,3190,2,2,3,4,0,0,4,3,5,4,5,0,Neutral or Dissatisfied
Male,Loyal Customer,68,Personal,Economy,1157,3,1,3,4,0,5,1,1,4,3,0,3,Satisfied
Female,Loyal Customer,26,Business,Business,4689,1,0,1,4,1,4,4,0,2,5,2,1,Neutral or Dissatisfied
Male,Loyal Customer,31,Business,Economy,1877,1,2,0,5,2,2,5,2,5,5,2,0,Neutral or Dissatisfied
Female,Disloyal Customer,25,Personal,Economy,4573,0,2,4,3,4,3,1,4,5,2,3,3,Satisfied
Female,Loyal Customer,28,Business,Economy Plus,1021,1,1,0,0,4,3,0,4,1,1,3,3,Satisfied
Male,Disloyal Customer,60,Personal,Economy,1691,0,5,5,2,0,5,1,0,1,1,0,4,Satisfied
Male,Loyal Customer,54,Business,Economy,327,4,1,2,4,5,3,5,5,4,5,4,1,Neutral or Dissatisfied
Male,Loyal Customer,28,Personal,Economy,2537,4,5,5,1,3,5,3,2,3,4,4,2,Neutral or Dissatisfied
Male,Loyal Customer,33,Business,Economy Plus,104,1,0,1,2,0,4,3,2,0,3,3,1,Satisfied
Male,Disloyal Customer,40,Business,Economy,4293,5,0,3,3,1,2,5,1,5,2,0,5,Satisfied
Female,Loyal Customer,44,Personal,Business,3511,0,2,3,2,5,2,0,0,4,5,5,1,Satisfied
Female,Disloyal Customer,29,Personal,Economy Plus,3252,4,1,1,2,5,2,5,4,0,5,0,5,Neutral or Dissatisfied
Male,Loyal Customer,43,Business,Economy,1632,0,2,4,3,1,1,3,0,2,4,5,0,Satisfied
Female,Loyal Customer,35,Business,Business,1785,2,4,4,2,5,2,1,2,3,4,3,3,Neutral or Dissatisfied
Male,Disloyal Customer,63,Business,Economy,4481,1,1,5,2,2,4,0,0,1,0,3,0,Satisfied
Male,Loyal Customer,40,Business,Business,2242,0,5,0,2,0,5,2,2,4,2,2,2,Satisfied
Male,Loyal Customer,34,Personal,Economy Plus,250,3,5,2,2,4,0,5,4,1,5,4,3,Satisfied
Male,Disloyal Customer,23,Personal,Business,3142,5,2,4,5,1,0,5,0,5,5,0,2,Satisfied
Male,Loyal Customer,25,Business,Economy,4196,0,1,2,1,2,2,3,0,0,5,5,2,Neutral or Dissatisfied
Male,Loyal Customer,52,Personal,Economy,576,0,5,2,4,4,2,2,2,2,1,3,0,Satisfied
Female,Disloyal Customer,64,Business,Economy Plus,884,1,2,3,2,5,4,4,1,0,0,1,2,Neutral or Dissatisfied
Female,Loyal Customer,55,Business,Economy,2438,3,4,0,3,5,1,3,3,3,4,4,2,Satisfied
Female,Disloyal Customer,37,Personal,Economy,2117,0,1,5,3,2,5,0,4,1,1,2,5,Satisfied
Female,Disloyal Customer,59,Business,Economy,3891,1,3,0,4,1,4,2,3,0,1,0,5,Satisfied
Male,Loyal Customer,35,Personal,Economy,3570,5,3,4,2,4,4,5,1,0,0,5,2,Neutral or Dissatisfied
Male,Loyal Customer,21,Business,Economy Plus,1597,4,5,2,2,4,5,0,5,1,3,0,2,Satisfied
Male,Loyal Customer,32,Business,Economy Plus,2036,3,5,3,5,1,4,1,4,2,5,4,4,Neutral or Dissatisfied
Female,Disloyal Customer,34,Personal,Economy,3131,5,1,1,2,1,4,4,3,4,2,2,5,Neutral or Dissatisfied
Female,Loyal Customer,20,Personal,Economy Plus,1266,0,0,1,2,0,4,4,5,0,5,1,5,Neutral or Dissatisfied
Female,Loyal Customer,42,Personal,Economy Plus,3406,1,4,1,1,0,0,0,0,2,3,3,2,Neutral or Dissatisfied
Female,Disloyal Customer,38,Personal,Business,3744,1,2,2,2,5,1,1,4,1,4,4,5,Satisfied
Female,Disloyal Customer,34,Personal,Economy Plus,2139,0,2,2,0,5,4,5,2,2,2,5,3,Satisfied
Male,Disloyal Customer,56,Business,Economy,2140,2,2,5,5,2,0,1,3,4,3,1,3,Neutral or Dissatisfied
Male,Loyal Customer,49,Personal,Economy,561,5,5,5,2,4,0,2,5,5,0,2,3,Satisfied
Male,Loyal Customer,55,Personal,Economy,1802,4,3,1,4,5,2,0,0,1,3,3,4,Neutral or Dissatisfied
Female,Loyal Customer,32,Personal,Economy Plus,3133,3,4,4,3,0,2,3,1,4,2,3,0,Neutral or Dissatisfied
Male,Loyal Customer,45,Business,Economy Plus,3571,1,4,3,2,3,1,5,0,5,2,5,4,Neutral or Dissatisfied
Male,Loyal Customer,32,Personal,Business,2829,3,2,4,0,3,2,0,0,3,5,1,4,Neutral or Dissatisfied
Female,Loyal Customer,63,Personal,Business,1467,4,3,3,3,3,5,2,1,2,2,1,4,Neutral or Dissatisfied
Male,Loyal Customer,30,Business,Economy Plus,1640,2,2,2,2,1,5,2,5,5,3,1,2,Satisfied
Female,Disloyal Customer,51,Personal,Economy Plus,3514,0,4,4,5,2,5,2,1,5,1,2,0,Neutral or Dissatisfied
Male,Disloyal Customer,65,Personal,Economy Plus,3814,0,4,3,2,5,5,1,3,2,3,0,2,Satisfied
Male,Loyal Customer,24,Business,Economy,4326,0,0,3,0,4,4,1,0,1,0,3,4,Satisfied
Female,Loyal Customer,37,Business,Economy,3963,5,4,4,0,0,4,4,2,2,2,5,5,Neutral or Dissatisfied
Female,Disloyal Customer,37,Business,Business,4894,4,5,0,0,2,1,5,4,0,5,2,2,Satisfied
Female,Disloyal Customer,57,Business,Economy,3131,3,3,5,2,3,5,4,3,0,1,5,5,Satisfied
Female,Loyal Customer,30,Personal,Economy,857,0,0,1,3,5,4,2,2,4,5,5,5,Satisfied
Male,Disloyal Customer,42,Business,Economy,889,5,5,3,5,3,3,3,5,3,3,4,0,Neutral or Dissatisfied
Female,Disloyal Customer,28,Personal,Economy,4801,0,1,0,0,5,0,2,0,4,3,5,1,Satisfied
Female,Disloyal Customer,33,Personal,Economy,3250,5,0,5,0,1,2,4,1,0,3,0,4,Neutral or Dissatisfied
Male,Disloyal Customer,58,Personal,Business,550,2,3,3,5,4,0,3,3,1,3,2,5,Satisfied
Female,Disloyal Customer,27,Personal,Economy,3679,5,5,3,0,1,5,4,2,3,5,5,3,Satisfied
Male,Disloyal Customer,43,Business,Business,3548,0,3,4,2,2,4,4,4,5,0,0,1,Neutral or Dissatisfied
Female,Loyal Customer,28,Personal,Economy Plus,114,2,2,0,3,5,5,1,2,3,3,1,3,Satisfied
Female,Disloyal Customer,58,Business,Business,3349,3,3,5,5,3,1,4,4,5,2,3,0,Neutral or Dissatisfied
Female,Disloyal Customer,48,Personal,Business,2708,0,0,5,5,1,0,0,1,0,1,3,4,Neutral or Dissatisfied
Male,Disloyal Customer,30,Personal,Business,1672,5,4,4,3,2,4,3,1,1,4,0,4,Satisfied
Male,Disloyal Customer,62,Business,Economy,249,5,5,1,1,4,5,2,2,0,2,3,2,Neutral or Dissatisfied
Male,Loyal Customer,24,Business,Business,999,0,3,2,4,2,1,2,4,0,1,2,5,Satisfied
Female,Loyal Customer,43,Business,Economy,1246,0,5,4,1,5,2,5,5,0,2,3,2,Neutral or Dissatisfied
Female,Loyal Customer,46,Personal,Economy Plus,4353,0,5,1,4,2,4,0,0,2,2,0,2,Neutral or Dissatisfied
Male,Disloyal Customer,38,Business,Economy,4346,5,2,0,1,3,0,2,3,4,2,2,5,Neutral or Dissatisfied
Female,Loyal Customer,44,Personal,Business,3606,3,5,0,1,4,0,1,4,5,4,4,5,Satisfied
Male,Disloyal Customer,39,Business,Economy,1872,2,3,1,3,0,0,2,5,5,1,5,2,Satisfied
Female,Disloyal Customer,50,Personal,Economy Plus,4666,5,2,4,4,0,4,1,2,5,2,5,1,Neutral or Dissatisfied
Female,Disloyal Customer,48,Personal,Business,3627,2,1,1,3,5,2,5,0,1,4,4,0,Satisfied
Female,Loyal Customer,49,Personal,Economy Plus,2174,2,2,0,4,4,1,0,0,3,4,0,3,Neutral or Dissatisfied
Female,Disloyal Customer,32,Personal,Business,2168,0,4,0,2,4,0,5,1,3,3,1,1,Neutral or Dissatisfied
Male,Loyal Customer,51,Personal,Economy Plus,676,3,0,2,4,0,3,2,4,4,3,5,5,Neutral or Dissatisfied
Female,Disloyal Customer,59,Business,Economy Plus,3293,0,5,0,3,2,0,4,1,1,3,5,5,Neutral or Dissatisfied
Male,Disloyal Customer,33,Business,Economy Plus,587,3,2,4,4,1,1,5,1,3,5,1,0,Neutral or Dissatisfied
Male,Disloyal Customer,19,Personal,Economy,1222,4,2,0,4,3,1,2,1,4,1,5,2,Satisfied
Male,Loyal Customer,40,Business,Economy Plus,4359,4,1,5,0,3,0,1,5,4,0,5,4,Neutral or Dissatisfied
Female,Disloyal Customer,56,Personal,Business,4179,3,5,0,2,0,2,1,1,3,5,2,1,Satisfied
Female,Disloyal Customer,42,Business,Economy,1670,0,5,2,2,3,2,1,2,5,3,5,0,Neutral or Dissatisfied
Male,Loyal Customer,22,Personal,Economy Plus,2655,4,3,2,1,1,3,2,3,4,1,5,0,Neutral or Dissatisfied
Male,Disloyal Customer,63,Business,Economy,438,4,1,5,1,1,5,1,4,4,3,1,2,Satisfied
Female,Disloyal Customer,62,Personal,Economy,1896,3,4,1,3,4,2,0,3,0,2,1,3,Neutral or Dissatisfied
Female,Loyal Customer,44,Business,Economy,4219,3,4,4,1,1,5,2,1,4,3,5,3,Neutral or Dissatisfied
Female,Loyal Customer,25,Business,Economy Plus,908,4,3,5,1,2,3,2,3,2,1,2,0,Satisfied
Male,Disloyal Customer,39,Personal,Economy Plus,2333,1,0,1,1,1,0,4,1,1,3,0,1,Neutral or Dissatisfied
Female,Disloyal Customer,51,Personal,Economy Plus,4792,2,1,4,2,4,0,1,3,5,2,0,4,Neutral or Dissatisfied
Female,Loyal Customer,57,Business,Economy,4514,1,3,4,3,3,4,5,4,3,0,0,3,Satisfied
Male,Loyal Customer,54,Business,Economy Plus,4661,1,0,2,4,1,3,3,0,0,3,5,1,Satisfied
Male,Loyal Customer,39,Business,Economy Plus,3001,0,4,0,1,3,3,1,0,2,2,2,4,Satisfied
Female,Disloyal Customer,34,Personal,Economy Plus,2039,2,2,5,3,1,0,2,2,5,5,1,5,Neutral or Dissatisfied
Female,Loyal Customer,39,Personal,Economy Plus,592,3,3,1,4,3,0,0,1,3,4,4,4,Neutral or Dissatisfied
Male,Loyal Customer,66,Business,Business,2020,4,2,1,5,2,0,5,2,4,0,1,3,Satisfied
Male,Loyal Customer,49,Personal,Business,3259,2,5,1,1,4,1,0,0,1,4,5,0,Neutral or Dissatisfied
Male,Disloyal Customer,25,Business,Economy,3310,4,3,4,3,5,2,1,2,3,3,3,4,Satisfied
Female,Loyal Customer,40,Personal,Business,3497,4,3,1,0,3,0,4,2,1,2,0,5,Satisfied
Female,Loyal Customer,36,Personal,Business,1913,0,1,1,2,3,3,5,1,2,1,1,3,Satisfied
Female,Disloyal Customer,62,Personal,Economy Plus,501,4,0,4,4,4,3,4,1,4,2,0,5,Neutral or Dissatisfied
Male,Loyal Customer,61,Business,Economy,1196,2,0,0,1,3,0,0,3,3,2,1,4,Satisfied
Male,Disloyal Customer,50,Business,Economy,2392,2,3,0,1,5,5,0,2,2,2,4,3,Neutral or Dissatisfied
Female,Loyal Customer,52,Personal,Business,1644,5,5,0,3,1,1,5,4,0,0,3,3,Satisfied
Female,Loyal Customer,25,Business,Business,2960,2,4,0,2,4,4,3,4,2,1,5,5,Satisfied
Male,Loyal Customer,23,Business,Business,2474,4,1,0,5,1,3,3,2,2,3,5,3,Neutral or Dissatisfied
Male,Disloyal Customer,19,Business,Economy,1952,1,3,2,4,1,0,3,5,1,0,1,0,Neutral or Dissatisfied
Female,Loyal Customer,54,Personal,Economy Plus,3646,5,5,0,2,1,0,4,4,3,3,1,5,Satisfied
Female,Loyal Customer,18,Business,Economy Plus,2202,0,0,4,2,2,1,0,1,0,1,1,0,Satisfied
Male,Disloyal Customer,40,Personal,Economy Plus,3121,2,1,2,0,2,4,4,1,5,5,1,0,Satisfied
Male,Loyal Customer,45,Personal,Economy,2194,1,4,5,4,2,5,2,4,1,4,5,1,Satisfied
Female,Disloyal Customer,59,Business,Economy Plus,363,5,4,2,4,3,5,1,1,0,4,4,1,Neutral or Dissatisfied
Male,Loyal Customer,32,Business,Economy,2901,5,0,5,2,4,0,1,0,3,0,5,3,Satisfied
Female,Disloyal Customer,66,Business,Economy Plus,4339,4,1,4,1,4,4,0,1,2,3,0,3,Neutral or Dissatisfied
Male,Loyal Customer,35,Business,Economy Plus,1308,3,5,4,2,3,3,3,1,4,0,0,4,Satisfied
Male,Disloyal Customer,24,Personal,Economy Plus,4918,5,0,2,2,4,1,1,5,2,0,4,3,Neutral or Dissatisfied
Male,Loyal Customer,62,Personal,Business,1743,4,2,5,5,5,1,2,0,3,2,5,0,Neutral or Dissatisfied
Female,Disloyal Customer,20,Business,Economy,1419,4,1,3,2,5,2,3,4,2,1,1,2,Neutral or Dissatisfied
Female,Disloyal Customer,67,Business,Economy Plus,1616,4,2,1,5,3,4,2,3,1,2,0,5,Satisfied
Female,Loyal Customer,22,Business,Business,4004,4,1,5,4,4,2,4,4,2,5,5,3,Neutral or Dissatisfied
Female,Disloyal Customer,60,Personal,Economy Plus,3422,5,5,4,3,1,4,4,4,0,5,2,3,Satisfied
Female,Disloyal Customer,48,Personal,Business,3040,2,0,0,3,4,5,5,4,3,0,0,3,Neutral or Dissatisfied
Female,Loyal Customer,28,Business,Economy,1495,4,5,5,3,3,4,1,5,2,1,1,1,Neutral or Dissatisfied
Male,Loyal Customer,26,Personal,Economy,4477,2,1,1,1,3,3,2,3,5,0,5,4,Neutral or Dissatisfied
Male,Loyal Customer,51,Business,Business,4183,0,1,1,0,5,2,2,1,3,2,2,2,Neutral or Dissatisfied
Male,Loyal Customer,43,Business,Economy Plus,2676,4,1,3,5,3,5,4,4,5,0,2,3,Neutral or Dissatisfied
Male,Disloyal Customer,62,Personal,Economy,4803,4,4,0,3,3,0,1,3,2,3,2,3,Satisfied
Male,Loyal Customer,42,Personal,Economy Plus,3709,2,1,1,0,0,4,3,5,2,1,1,0,Satisfied
Male,Loyal Customer,21,Personal,Economy Plus,666,3,4,4,5,3,4,0,2,2,0,4,5,Neutral or Dissatisfied
Male,Disloyal Customer,27,Business,Economy Plus,1848,3,3,5,1,2,2,1,5,1,1,2,1,Satisfied
Male,Disloyal Customer,25,Personal,Economy,2769,2,2,5,0,4,4,3,2,4,4,1,4,Satisfied
Male,Disloyal Customer,49,Personal,Business,4954,1,4,2,2,2,3,2,3,5,2,1,3,Satisfied
Female,Loyal Customer,56,Personal,Economy Plus,2831,3,1,5,0,2,0,0,1,2,2,0,4,Neutral or Dissatisfied
Female,Loyal Customer,54,Business,Economy Plus,2287,5,1,3,4,1,3,5,2,5,3,1,2,Satisfied
Female,Loyal Customer,53,Business,Business,2015,5,1,5,0,1,3,0,1,2,2,3,0,Satisfied
Female,Disloyal Customer,57,Personal,Business,4689,5,0,4,5,4,1,2,3,1,3,0,4,Neutral or Dissatisfied
Female,Loyal Customer,53,Business,Economy Plus,2116,3,3,0,1,1,5,1,3,2,2,3,2,Neutral or Dissatisfied
Female,Loyal Customer,38,Business,Economy Plus,1255,5,4,0,3,4,2,3,0,4,3,0,2,Neutral or Dissatisfied
Male,Disloyal Customer,35,Personal,Economy Plus,912,1,0,2,2,4,4,2,1,2,0,2,0,Satisfied
Female,Loyal Customer,69,Personal,Business,2767,0,1,5,2,0,3,1,4,2,4,3,0,Neutral or Dissatisfied
Male,Disloyal Customer,62,Personal,Business,4801,2,1,2,4,0,4,1,2,3,0,2,4,Satisfied
Male,Disloyal Customer,20,Personal,Economy,3000,3,0,2,4,2,0,4,5,0,0,1,4,Neutral or Dissatisfied
Female,Loyal Customer,58,Business,Economy Plus,134,0,3,3,0,2,1,0,4,0,5,5,3,Neutral or Dissatisfied
Male,Disloyal Customer,39,Personal,Economy Plus,4170,0,2,5,0,2,2,1,2,4,1,5,0,Satisfied
Female,Loyal Customer,38,Personal,Economy,3445,3,3,5,5,0,4,4,4,0,5,2,1,Satisfied
Male,Disloyal Customer,69,Business,Economy,2152,1,5,4,2,3,5,0,4,3,4,1,2,Satisfied
Female,Disloyal Customer,44,Personal,Business,379,2,4,0,5,5,2,0,2,0,2,3,3,Satisfied
Female,Loyal Customer,24,Personal,Economy Plus,1826,4,3,0,0,1,3,3,3,3,1,5,1,Neutral or Dissatisfied
Male,Loyal Customer,25,Personal,Business,571,4,2,4,3,0,1,2,5,3,3,2,4,Neutral or Dissatisfied
Male,Loyal Customer,66,Personal,Business,1747,3,4,5,3,0,2,0,4,0,5,4,3,Neutral or Dissatisfied
Male,Disloyal Customer,44,Business,Business,964,4,5,5,3,3,1,1,4,2,0,3,3,Satisfied
Male,Loyal Customer,29,Personal,Business,3436,4,3,1,3,3,2,2,1,5,2,2,4,Satisfied
Female,Loyal Customer,54,Business,Economy,2186,2,3,2,4,2,0,5,5,1,5,4,0,Satisfied
Female,Loyal Customer,26,Personal,Business,2363,2,5,1,2,2,3,0,2,4,0,4,0,Satisfied
Female,Disloyal Customer,64,Personal,Economy,3360,4,0,0,3,2,5,1,5,2,0,3,2,Satisfied
Male,Loyal Customer,69,Business,Economy Plus,211,1,0,4,3,2,3,4,0,1,1,4,2,Satisfied
Female,Disloyal Customer,56,Personal,Business,513,2,2,0,1,4,0,1,0,0,3,2,0,Neutral or Dissatisfied
Female,Disloyal Customer,46,Business,Economy Plus,2901,1,4,2,0,2,5,1,1,0,4,2,0,Satisfied
Male,Loyal Customer,63,Business,Business,975,1,3,1,5,4,0,5,0,3,3,5,0,Satisfied
Male,Loyal Customer,63,Business,Economy Plus,1761,5,3,3,1,2,1,1,0,4,1,3,3,Neutral or Dissatisfied
Male,Disloyal Customer,59,Business,Economy,192,0,5,5,3,1,4,5,3,0,4,5,5,Satisfied
Female,Loyal Customer,50,Business,Business,214,5,5,1,0,0,0,3,2,3,0,1,0,Neutral or Dissatisfied
